reclat,reclong,mass
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
-24.25,-70.51667,4
36.08333,-92.15,6
28.41667,-98.25,6
43.2,-78.8,6
-30.31667,126.61667,3
-30.08333,126.61667,3
-30.11667,126.91667,3
-30.31667,126.56667,3
-30.28333,126.51667,3
-30.29167,126.5875,3
-30.31667,126.61667,3
-30.1085,126.62483,3
-30.11967,126.8835,3
-30.1255,126.89,3
-30.1255,126.89,3
-30.134,126.8915,3
-30.13333,126.8905,3
-30.12433,126.88667,3
-30.11967,126.8985,3
-30.11883,126.88533,3
-30.022,126.5525,3
-30.0225,126.552,3
-30.07967,126.88917,3
-30.07967,126.88917,3
-30.06383,126.88417,3
-30.0855,126.90117,3
-30.08733,126.90167,3
-30.09867,126.8855,3
-30.09867,126.88533,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.09167,126.88883,3
-30.1845,126.68367,3
-30.18417,126.7,3
-30.31667,126.6,3
-30.31667,126.61667,3
-30.11683,126.8755,3
-30.12283,126.888,3
-30.13933,126.901,3
-30.11967,126.86683,3
-30.107,126.84217,3
-30.119,126.838,3
-30.32,126.606,3
-30.32,126.606,3
-30.32,126.606,3
-30.1085,126.52717,3
-30.30883,126.5845,3
-30.3685,126.6125,3
-30.31667,126.61667,3
33.88098,-111.78558,6
29.7725,-99.875,6
37.36667,-85.36667,6
-14.258,-49.15917,2
-27.66667,-67.11667,4
-27.46667,-60.58333,4
34.2,-84.48333,6
34.96667,-101.93333,6
40.9,-123.1,6
35.05,-111.03333,6
38.18333,-109.88333,6
-33.5,26,7
76.13333,-64.93333,6
-45.28333,-70.48333,4
20.12593,10.2056,2
29.66667,-111.5,6
-24,-69,4
-32.1,125.68333,3
32.91745,-114.767183,6
27.93333,-107.05,6
-29.16667,127.08333,3
-29.16667,127.16667,3
-29.15,127.16667,3
-29.16667,127.16667,3
-29.18333,127.16667,3
31.91667,-98.03333,6
35.16667,-98.64389,6
-37.98333,140.98333,3
-29.23333,139.93333,3
36.26667,-85.98333,6
-29.75,141.03333,3
32,-86,6
30.4,-107.8,6
37.25,-85,6
35.84778,-97.70333,6
-33.1,-61.13333,4
-22.46667,-42.21667,2
44.495,11.35556,2
-41.5,145.41667,3
32.14833,-111.11167,6
-25.23333,-69.71667,4
-25.20467,-69.82858,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
-25.23333,-69.71667,4
51.965,-107.43833,6
31.7045,-110.77917,6
44.221494,-98.059192,6
39.7,-98.98333,6
29.82806,-96.90861,6
34.01667,-85.26667,6
34.2,-100.48333,6
-22.21667,-68.90833,4
-14.53321,-75.77511,4
24.33333,-102.13333,6
36.2,-102.45,6
48.45,-72.06667,6
-26.5,-70.25,4
33.24558,-111.89633,6
31.33333,121.66667,8
35.71667,-102.28333,6
23.08333,-101.01667,6
69.1,172.6,8
53.66667,88,8
51.53333,94.6,8
34.7,-81.2,6
36.00217,-116.19633,6
36.5,-104.2,6
36,-104.5,6
29,-103.25,6
28.66667,-106.11667,6
59.33333,-136,6
14.5,-90.5,6
51.05833,94.4,8
20.25,-12.68333,2
33.01222,-114.86667,6
-29.91667,129.83333,3
35.25,-118.09067,6
33.5,-85.66667,6
27,-105.1,6
37.85,-100.35,6
39.11667,-84.5,6
34.02806,-102.68,6
34.905,-100.91333,6
34.93611,-100.94167,6
43.7,-104.7,6
12.5,-137.7,6
38,-84.16667,6
34.34667,-101.49,6
34.34833,-101.65833,6
32.31667,-97.41667,6
36.43333,-98.43333,6
34.88333,-84.78333,6
39.1,-103.25833,6
36.08333,-84.2,6
11.7,-137.8,6
34.45,-111.36667,6
34.3,-103.13472,6
34.3,-103.13333,6
28.7,-102.73333,6
-22.56667,-70.25,4
-26.66667,120.16667,5
-32.13333,141.03333,3
-31.93333,126.21667,3
-32.81667,134.8,3
37.01667,-95.66667,6
39.41667,-101.05,6
55.18333,-162.55,6
37.26667,-99.33333,6
37.26667,-99.33333,6
41.35,-99.11667,6
35.3,-81.73333,6
37.43333,-3.65,2
24.01667,-104.66667,6
35.35,-98.68333,6
38.83333,-104.83333,6
46.57056,-117.09861,6
31.82967,-107.3945,6
-29.6,126.50667,3
-29.785,126.58833,3
32.01667,-98.7,6
31.99167,-98.65167,6
-31.2,138.3,3
40.266667,-94.683333,6
32,-101.5,6
44.08333,-1.31667,2
-30.33333,130.53333,3
-30.25,130.66667,3
-30.31833,129.06333,3
-30.70167,130.45611,3
-30.24833,130.54083,3
-30.50683,130.404,3
-30.61667,130.41667,3
-30.50683,130.404,3
-30.16967,130.70533,3
-30.23433,130.60067,3
-30.91378,130.90386,3
-30.94775,130.90858,3
36.16667,-85.51667,6
-34.96667,148.125,3
-34.81667,147.13333,3
38.03333,-101.98333,6
-35.41667,139.75,3
35,-111,6
-29.85,140.7,3
36.43333,-87,6
-30.45,126.1,3
39.66667,-102.83333,6
39.68333,-102.845,6
-27.3,-70.4,4
34.30333,-112.16617,6
35.405,-98.74889,6
-33.06667,-61,4
-36,146.36667,3
34.95,-107.16667,6
-26.03333,-70.33333,4
37.35,-108.68333,6
35.78333,-83.25,6
-27.95,122.88333,3
36.83333,-105.23333,6
41.36667,-98.63333,6
38.46483,-105.7015,6
34.83333,-112.01667,6
39.2,-98.78333,6
-33.3,136.01667,3
-33.85,148.68333,3
35.05017,-116.76683,6
35.04753,-116.73092,6
35.08808,-116.75398,6
35.0715,-116.77205,6
35.05605,-116.7763,6
35.09373,-116.76343,6
35.07667,-116.74667,6
35.05242,-116.7667,6
35.05878,-116.773,6
35.05817,-116.7743,6
35.03815,-116.7531,6
35.07402,-116.76117,6
35.05073,-116.76698,6
35.04625,-116.73547,6
35.05865,-116.76872,6
35.05847,-116.769,6
35.0501,-116.74443,6
35.03815,-116.7531,6
35.05893,-116.76872,6
35.05947,-116.7685,6
35.06917,-116.7502,6
35.06785,-116.7494,6
35.07028,-116.74847,6
35.0925,-116.76083,6
35.05283,-116.76645,6
35.05283,-116.76538,6
35.06725,-116.74853,6
35.05602,-116.72368,6
35.05607,-116.72365,6
35.07362,-116.76372,6
35.06847,-116.76905,6
35.05865,-116.76872,6
35.06152,-116.76295,6
35.07802,-116.76777,6
35.07,-116.77,6
35.05835,-116.77403,6
35.06888,-116.76197,6
35.05475,-116.75432,6
35.05452,-116.73005,6
35.08838,-116.75283,6
35.05717,-116.7205,6
35.04008,-116.75553,6
35.03842,-116.75818,6
35.08958,-116.75007,6
35.05628,-116.73377,6
35.08758,-116.74603,6
35.05902,-116.76892,6
35.05122,-116.76742,6
35.07118,-116.77162,6
35.0742,-116.7637,6
35.0751,-116.75038,6
31.91667,-111.5,6
36.99367,-114.99367,6
-30.4,127.43333,3
35.83333,-84.91667,6
37.23333,-80.73333,6
-38.1,145.3,3
31.75,-97.75,6
-5.25,-40.5,2
-30.36667,120.73333,5
38.90306,-112.82111,6
-32.01667,139.78333,3
33.66667,-101.26667,6
44.47733,-103.972,6
26.5,-100,6
-30.75,-64.78333,4
22,-80,6
35.29575,-117.4668,6
35.2755,-117.47833,6
35.29183,-117.47067,6
35.30233,-117.46017,6
35.31232,-117.45315,6
35.31227,-117.453,6
35.3114,-117.45342,6
35.28333,-117.48333,6
35.31833,-117.46667,6
35.3112,-117.45465,6
35.2758,-117.47877,6
35.31217,-117.453,6
35.31218,-117.45303,6
35.28528,-117.48305,6
35.28638,-117.48305,6
35.30455,-117.45817,6
35.3,-117.4605,6
35.3248,-117.47983,6
35.296,-117.472,6
35.296,-117.472,6
29.01667,-97.28333,6
40.23333,-100.83333,6
37.61667,-98.91667,6
30,-109.66667,6
27.18717,16.189,2
35.96667,-96.76667,6
50.8,19.11667,2
50.8,19.11667,2
-38.91667,-69.2,4
34.08333,-115.78333,6
-27.71667,117.25,5
-25.33333,116.18333,5
36.04333,-102.40833,6
34.8,-84.98333,6
34.216667,-115.05,6
51.13889,-1.53611,2
29.58333,-3.75,2
27.11767,16.0745,2
27.1255,16.05817,2
27.12633,16.03067,2
27.155,15.95833,2
27.1565,15.9525,2
27.16983,15.9255,2
27.16233,16.09533,2
27.15833,16.11467,2
27.15267,16.1565,2
27.15217,16.17317,2
27.16467,16.16917,2
27.132,16.29767,2
27.1295,16.3435,2
27.10917,16.46617,2
27.107,16.39333,2
27.098,16.32233,2
27.09267,16.31317,2
27.092,16.3,2
27.08083,16.201,2
27.07717,16.19317,2
27.07717,16.193,2
27.0775,16.16917,2
27.09767,16.0255,2
27.10483,16.01133,2
27.10483,16.01133,2
27.11417,16.0015,2
27.12783,15.97117,2
27.225,15.0295,2
27.20167,16.093,2
27.1915,16.1345,2
27.08467,16.03683,2
27.0805,16.12567,2
27.08267,16.13783,2
27.08683,16.17483,2
27.10383,16.30867,2
27.10767,16.32383,2
27.10967,16.3515,2
27.11067,16.35667,2
27.1115,16.4365,2
27.13583,16.36017,2
27.13367,16.358,2
27.13383,16.331,2
27.13933,16.27267,2
27.14617,16.16367,2
27.15267,16.10617,2
27.27517,16.09383,2
27.25817,16.1355,2
27.30583,16.13567,2
27.3055,16.20917,2
27.30383,16.24483,2
27.30317,16.25467,2
27.30517,16.26417,2
27.30483,16.30017,2
27.26717,16.42033,2
27.26783,16.41317,2
27.26883,16.23633,2
27.279,16.21733,2
27.29867,16.16683,2
27.32017,16.0775,2
27.45767,16.28017,2
27.45483,16.31333,2
27.4055,16.32833,2
27.40633,16.31967,2
27.41633,16.19433,2
27.4205,16.16667,2
27.1455,15.95067,2
27.0705,16.0945,2
27.04767,16.4515,2
27.05233,16.42633,2
27.056,16.399,2
27.1055,16.04583,2
27.12883,16.035,2
27.16033,16.03533,2
27.19967,16.03567,2
27.1045,16.00983,2
27.10733,16.02233,2
27.10483,16.06317,2
27.11817,16.02717,2
27.10083,16.02333,2
27.11017,16.01817,2
27.167,15.93933,2
27.15967,15.96283,2
27.04067,16.40433,2
27.04617,16.37217,2
27.08433,16.119,2
27.1355,16.03017,2
27.1425,16.0295,2
27.143,16.028,2
27.1585,16.03133,2
27.22017,16.03317,2
27.23317,16.02933,2
27.2705,16.04067,2
27.0655,16.0875,2
27.10683,16.51617,2
27.1025,16.23817,2
27.11433,16.145,2
27.1135,16.143,2
27.12017,16.11117,2
27.12117,16.10883,2
27.0135,16.36583,2
27.37683,16.30233,2
27.35133,16.25367,2
27.27833,16.27717,2
27.2585,16.09233,2
27.19017,16.30833,2
27.203,15.90067,2
27.1585,16.45617,2
27.917,16.48767,2
27.94783,16.50983,2
27.1295,16.06867,2
27.04133,16.38767,2
27.04306,16.41167,2
27.15222,16.48306,2
27.15222,16.51722,2
27.57139,16.175,2
27.42639,16.27417,2
27.25253,16.08372,2
27.4387,15.94838,2
27.63167,16.08694,2
27.57139,16.08333,2
27.1205,16.0235,2
27.92472,16.9575,2
27.01083,16.18167,2
27.08333,16.25,2
27.02583,16.38783,2
27.188,16.40233,2
26.90633,16.6865,2
26.907,16.6815,2
27.231,16.249,2
27.07567,16.06633,2
27.919,16.684,2
27.17017,16.0355,2
27.22167,16.25,2
27.14683,16.05017,2
27.035,16.38133,2
27.46767,16.17017,2
27.66733,15.9505,2
27.23233,16.196,2
27.03367,16.38333,2
27.33333,16.21667,2
27.33333,16.25,2
27.33017,16.23117,2
27.13533,16.052,2
27.28133,16.40833,2
27.08333,16.055,2
27.182,16.30017,2
27.43333,16,2
27.45056,16.19167,2
27.49583,16.25833,2
27.03583,16.38528,2
27.20167,16.31117,2
27.26633,16.35783,2
27.13383,16.06533,2
28.21417,15.55083,2
27.16917,16.13533,2
27.32833,16.21867,2
27.24167,16.23267,2
27.42767,16.1655,2
27.38,16.469,2
27.28,16.14783,2
27.375,16.184,2
28.28767,15.49467,2
27.13233,16.068,2
26.9195,16.657,2
27.23017,16.48833,2
27.27417,16.40833,2
27.1345,16.08933,2
27.18317,16.33083,2
27.16383,16.52033,2
27.15,16.40633,2
27.14967,16.21,2
27.1675,16.14067,2
27.1835,16.11517,2
27.184,16.11183,2
27.19567,16.10033,2
27.19583,16.01317,2
27.19583,16.01317,2
27.25483,16.00667,2
27.133,16.0395,2
27.11167,16.02983,2
27.10467,16.01167,2
27.1075,16.03583,2
27.11067,16.07017,2
27.1185,16.10333,2
27.1205,16.11217,2
27.13033,16.1565,2
27.13317,16.16333,2
27.15233,16.26717,2
27.155,16.27883,2
27.12933,16.37283,2
27.1355,16.3205,2
27.159,16.22,2
27.16717,16.1505,2
27.16983,16.14317,2
27.10133,16.0215,2
27.10383,16.0325,2
27.147,16.1585,2
27.1575,16.208,2
27.1575,16.208,2
27.19117,16.27767,2
27.24733,16.39733,2
26.98333,16.506,2
26.98133,16.50433,2
27.03367,16.4055,2
27.04517,16.38167,2
27.04567,16.3795,2
27.0465,16.37267,2
27.14033,16.20467,2
27.185,16.1335,2
27.186,16.13083,2
27.18667,16.12283,2
27.1915,16.115,2
27.15617,16.029,2
27.111,16.02167,2
27.11067,16.02583,2
27.108,16.071,2
27.12017,16.20833,2
27.13817,16.27233,2
27.03017,16.53683,2
27.03083,16.5215,2
27.02683,16.5085,2
27.0505,16.40517,2
27.05117,16.39233,2
27.16533,16.14483,2
27.18367,16.11583,2
27.24983,16.0205,2
27.63567,16.87778,2
27.69983,15.72694,2
27.09617,16.02567,2
27.102,16.02017,2
27.11167,16.01333,2
27.1165,16.083,2
27.11783,16.08533,2
27.12483,16.12083,2
27.127,16.12933,2
27.141,16.16783,2
27.152,16.197,2
27.2645,16.40867,2
27.07583,16.45333,2
27.07333,16.43083,2
27.07717,16.39817,2
27.07733,16.217,2
27.1485,16.0945,2
27.10267,16.02833,2
27.10667,16.0085,2
27.1705,15.94517,2
27.18283,15.94233,2
27.16467,15.943,2
27.1615,15.95083,2
27.12817,16.004,2
27.11833,16.01017,2
27.09967,16.03467,2
27.0815,16.148,2
27.09133,16.289,2
27.03783,16.4685,2
27.04717,16.44133,2
27.058,16.40217,2
27.0715,16.091,2
27.09583,16.03683,2
27.117,16.01533,2
27.1245,15.99167,2
27.15117,15.9665,2
27.643,15.90167,2
27.62517,15.98217,2
27.624,16.05117,2
27.62467,16.0545,2
27.62417,16.05983,2
27.62433,16.06233,2
27.54733,16.3655,2
27.6315,16.03333,2
27.12033,16.063,2
27.12133,16.0685,2
27.1275,16.104,2
27.126,16.1065,2
27.13083,16.13233,2
27.1415,16.16483,2
27.25733,16.38217,2
27.37883,16.45383,2
27.44317,16.32933,2
27.45333,16.31267,2
27.495,16.259,2
27.56417,16.15217,2
27.5775,16.13633,2
27.086,16.03683,2
27.09017,16.032,2
27.13717,15.8445,2
27.1405,15.97483,2
27.15283,15.96267,2
27.1685,15.95833,2
27.16583,16.08617,2
27.16533,16.21317,2
27.17717,16.26683,2
27.18567,16.31833,2
27.194,16.36133,2
27.09933,16.37983,2
27.15217,16.05683,2
27.18267,16.0905,2
27.19483,16.06917,2
27.1975,16.062,2
27.2025,16.05267,2
27.216,16.03233,2
27.18617,16.11117,2
27.188,16.12883,2
27.1885,16.13083,2
27.2035,16.2,2
27.20667,16.2045,2
27.21017,16.22083,2
27.21833,16.25417,2
27.11583,16.37683,2
27.1145,16.35517,2
27.11483,16.34333,2
27.11267,16.31583,2
27.11217,16.29633,2
27.06117,16.17817,2
27.06967,16.1675,2
27.10733,16.12633,2
27.14533,16.08367,2
27.14767,16.08083,2
27.165,16.02083,2
27.18367,16.30033,2
27.1885,16.31483,2
27.20267,16.42083,2
27.10383,16.38867,2
27.10633,16.374,2
27.11133,16.27967,2
27.12317,16.223,2
27.12833,16.20967,2
27.18383,16.12883,2
27.18383,16.12883,2
27.18383,16.12883,2
27.18383,16.12883,2
27.25117,16.07333,2
27.36233,16.08967,2
27.3775,16.19317,2
27.3615,16.2145,2
27.37817,16.31217,2
27.37817,16.31217,2
27.40867,16.3185,2
27.4595,16.07667,2
27.45967,16.07267,2
27.4715,16.296,2
27.53817,16.44233,2
27.25383,16.30233,2
27.26183,16.26133,2
27.2855,16.176,2
27.32667,16.09567,2
27.0875,16.051,2
27.08817,16.0575,2
27.08733,16.058,2
27.09967,16.11783,2
27.1025,16.134,2
27.202,16.36733,2
27.23,16.31217,2
27.29133,16.21333,2
27.325,16.165,2
26.78917,16.70467,2
26.77167,16.11133,2
26.94467,16.17933,2
26.9715,16.45133,2
26.97,16.4625,2
27.135,16.2335,2
27.1685,16.1845,2
27.28617,16.07467,2
27.70467,16.18917,2
27.52367,16.15117,2
27.38467,16.12867,2
27.51283,16.16267,2
27.292,16.112,2
27.1595,16.05283,2
27.08867,16.14317,2
26.80733,15.9015,2
27.12117,16.331,2
27.12217,16.312,2
27.2435,16.081,2
27.01333,16.1875,2
27.14317,15.873,2
27.028,16.35867,2
27.03383,16.326,2
27.09867,16.14133,2
27.09917,16.14033,2
28.3,15.7175,2
28.1815,15.64783,2
28.206,15.6355,2
27.839,15.877,2
27.84067,15.88567,2
27.84267,15.8995,2
27.129,16.2655,2
27.10417,16.1175,2
27.1095,16.0745,2
27.10467,16.00867,2
27.13017,16.23183,2
27.15517,16.2825,2
27.2035,16.3115,2
27.19367,16.20767,2
27.182,16.15017,2
27.179,16.11267,2
27.1725,16.08133,2
27.15133,16.045,2
27.08283,16.129,2
27.10483,16.1195,2
27.15467,16.079,2
27.185,16.0995,2
27.2165,16.15,2
27.2915,16.21333,2
27.20283,16.05767,2
27.20217,16.05833,2
27.22667,16.113,2
27.22483,16.24383,2
27.17867,16.259,2
27.23867,16.12967,2
27.5965,15.8705,2
27.61717,15.96633,2
27.67917,15.86533,2
27.8195,15.8945,2
27.86617,15.89733,2
28.9055,15.82767,2
27.92367,15.83217,2
27.9275,15.83117,2
27.86217,15.87967,2
27.85883,15.8815,2
27.84983,15.88583,2
27.83933,15.89183,2
27.841,15.86817,2
27.8515,15.8715,2
27.85967,15.88017,2
27.86167,15.88317,2
27.94867,15.90133,2
27.832,15.83767,2
27.83533,15.8435,2
27.876,15.91733,2
27.91483,15.96183,2
27.87333,15.9135,2
27.88683,15.8715,2
27.88717,15.86333,2
27.8945,15.85933,2
27.91617,15.83783,2
27.87417,15.88717,2
27.44217,16.08217,2
27.4345,16.12267,2
27.42183,16.17817,2
27.41117,16.2,2
27.41217,16.20183,2
27.4445,16.27433,2
27.44317,16.1855,2
27.33733,16.20133,2
27.1425,16.0595,2
27.46133,16.1955,2
27.46483,16.18733,2
27.35683,16.167,2
27.42383,16.34,2
27.4355,16.26633,2
27.409,16.20417,2
27.76483,16.08633,2
27.8185,15.92733,2
27.81833,15.91533,2
27.8365,15.8245,2
27.86667,15.94283,2
27.3695,16.19883,2
27.84217,15.89667,2
27.814,15.9115,2
27.76383,15.91083,2
27.83767,15.91333,2
27.93133,15.8675,2
28.14033,15.82383,2
27.40917,16.268,2
27.42083,16.29333,2
27.82383,15.8785,2
27.3725,16.24017,2
27.37517,16.18417,2
27.347,16.08833,2
27.48733,16.32517,2
27.51617,16.28333,2
27.3785,16.1855,2
27.4665,15.914,2
27.50233,15.9125,2
27.59917,16.00233,2
27.59467,15.9365,2
27.86433,15.87333,2
27.8745,15.87217,2
27.86383,15.87017,2
27.74017,15.93683,2
27.479,16.03917,2
27.45467,16.08733,2
27.37933,16.45817,2
27.35817,16.43233,2
27.29367,16.41433,2
27.28133,16.41733,2
27.27933,16.41167,2
27.31283,16.232,2
27.4475,15.985,2
27.32367,16.27683,2
27.24083,16.408,2
27.22183,16.2455,2
26.85483,15.97533,2
26.69617,16.3275,2
27.90017,15.90117,2
27.829,15.928,2
27.48333,16.263,2
27.48183,16.28733,2
27.48083,16.31833,2
27.452,16.021,2
27.38833,16.15733,2
27.39783,16.16317,2
27.48017,16.27133,2
27.46067,16.17083,2
27.4335,16.0845,2
27.42683,16.05367,2
27.5825,15.98333,2
27.64617,15.91483,2
27.804,15.935,2
27.7875,15.855,2
27.80517,15.92667,2
27.79783,15.94167,2
27.80733,15.93767,2
27.81,15.933,2
27.81433,15.9145,2
27.80383,15.921,2
28.019,15.86333,2
28.01517,15.86367,2
27.01167,15.86483,2
28.01967,15.89017,2
28.01483,15.86267,2
28.01,15.845,2
28.00883,15.84283,2
28.0215,15.8425,2
27.8315,15.87433,2
27.78533,15.95233,2
27.78717,15.95117,2
27.79133,15.96517,2
27.77983,16.06267,2
27.7865,16.09717,2
27.61067,16.21867,2
27.35267,16.20067,2
27.74767,16.003,2
27.75467,15.98183,2
27.35583,16.20317,2
27.3685,16.1735,2
27.36883,16.2855,2
27.36867,16.26383,2
27.46533,16.01517,2
27.2,16.1,2
27.01767,16.38833,2
27.18383,16.11433,2
27.38333,16.41667,2
27.26667,16.11667,2
27.13333,16.08333,2
27.1885,16.35017,2
27.26683,16.06683,2
27.15133,16.12683,2
26.99167,15.7745,2
27.16883,16.13817,2
27.20183,16.3835,2
26.96017,16.34033,2
27.20333,16.0715,2
27.45433,16.2315,2
27.33417,16.28733,2
27.33083,16.28317,2
27.30033,16.17767,2
27.28883,16.11533,2
27.2525,16.06967,2
27.25283,16.07167,2
27.27183,16.0535,2
27.27183,16.0535,2
27.27183,16.0535,2
27.26683,16.06683,2
27.26683,16.06683,2
27.26683,16.072,2
27.28067,16.06183,2
27.18333,16.08333,2
27.0555,16.136,2
27.0715,16.11583,2
27.08983,16.08667,2
27.11183,16.08433,2
27.11117,16.08433,2
27.14167,16.0865,2
27.31033,16.2325,2
27.31033,16.2325,2
27.311,16.234,2
27.3,16.2,2
27.1365,16.0835,2
27.15183,16.23367,2
27.18783,16.1385,2
27.0685,16.107,2
27.01817,16.0885,2
27.01733,16.0885,2
27.01867,16.32033,2
27.18867,16.3185,2
27.18867,16.33383,2
27.20017,16.3685,2
27.20567,16.371,2
27.2025,16.36917,2
27.20017,16.35017,2
27.2015,16.35517,2
27.18767,16.335,2
27.1855,16.31683,2
27.1835,16.30267,2
27.1835,16.30167,2
27.186,16.287,2
27.18683,16.288,2
26.96333,16.45933,2
27.20333,16.08183,2
27.20267,16.11717,2
27.02317,16.41317,2
27.08367,16.13367,2
27.2695,16.13783,2
27.42383,16.2045,2
27.27683,16.12567,2
27.25267,16.0705,2
27.28033,16.067,2
27.27183,16.0535,2
27.27183,16.05667,2
27.27183,16.07683,2
27.211,16.35183,2
27.54767,15.847,2
27.1915,16.29367,2
27.19083,16.29283,2
27.20117,16.3175,2
27.09367,16.4205,2
27.30017,16.14117,2
26.89517,16.5515,2
27.20517,16.13933,2
27.23583,16.06033,2
27.27833,16.10833,2
27.29117,16.1275,2
27.547,15.85933,2
27.42717,16.33383,2
27.3445,16.3025,2
27.39883,16.1595,2
27.43217,16.25233,2
27.217,16.38917,2
27.2315,16.32617,2
27.25267,16.26983,2
27.27133,16.4135,2
27.05267,16.43133,2
27.07583,16.32683,2
27.09933,16.15533,2
27.117,16.121,2
27.12383,16.11233,2
27.1515,16.08267,2
27.1555,16.07767,2
27.0865,16.17317,2
27.1515,16.083,2
27.1015,16.13783,2
27.13117,16.11317,2
27.42533,16.08783,2
27.65533,15.99233,2
27.63367,16.0285,2
27.63917,15.881,2
27.5895,16.11667,2
27.63917,15.90133,2
27.21367,16.2815,2
26.83583,16.6265,2
26.92817,16.476,2
26.916,16.67317,2
26.91633,16.67483,2
27.06967,16.07083,2
26.99317,16.13933,2
26.87967,16.67317,2
26.979,16.31083,2
27.028,16.28283,2
26.879,16.69783,2
27.31283,15.9935,2
26.97033,16.36083,2
26.8855,16.58017,2
26.85,16.73333,2
27.28383,16.17133,2
27.26917,16.364,2
27.039,16.26117,2
27.12733,16.02233,2
27.396,16.11483,2
27.16267,16.296,2
27.16267,16.296,2
27.02917,16.22933,2
27.47883,16.30367,2
27.48417,16.30533,2
27.50467,16.32167,2
27.352,16.2475,2
27.23633,16.35383,2
27.3705,16.18833,2
27.35517,16.2035,2
27.35167,16.23567,2
27.30417,16.32217,2
27.2735,16.33833,2
27.23533,16.338,2
27.0555,16.05067,2
27.15233,16.33733,2
26.90767,16.70167,2
26.919,16.6775,2
27.37083,15.99133,2
26.90483,16.679,2
26.881,16.54917,2
26.88217,16.65167,2
26.95,16.15,2
26.94017,16.419,2
26.99317,16.13933,2
26.96417,16.46917,2
26.88533,16.579,2
26.98,16.405,2
27.15733,16.41983,2
26.98167,16.45833,2
26.90833,16.66933,2
27.16667,16.13333,2
27.16306,16.00444,2
27.26056,16.0075,2
27.25861,16.01139,2
27.11683,16.10033,2
26.98333,16.38333,2
27.01667,16.36667,2
26.8,16.06667,2
27.11667,16.18333,2
26.96667,16.41667,2
27.28333,16.1,2
26.93333,16.46667,2
27.6,16.2,2
27.03333,16.38333,2
27.05,16.38333,2
27.11667,16.43333,2
27.11667,16.43333,2
27.23333,16.11667,2
27.05,16.35,2
27.05,16.05,2
27.05,16.05,2
27.06667,16.06667,2
27.33333,16.16667,2
27.35,16.16667,2
27.46667,16.3,2
27.23333,16.11667,2
26.98333,16.38333,2
27,16.4,2
26.96667,16.36667,2
27,16.13333,2
26.75,16.43333,2
26.95,16.46667,2
27.05,16.4,2
27.05,16.38333,2
27.03333,16.18333,2
26.58333,16.8,2
27.08333,16.38333,2
27.45,16.25,2
27.01667,16.41667,2
26.95,16.46667,2
26.95,16.46667,2
27.28333,16.1,2
26.96667,16.36667,2
27.15,16.21667,2
27.08333,16.36667,2
27.08333,16.36667,2
26.96667,16.41667,2
26.95,16.45,2
27.08333,16.08333,2
27.11667,16.05,2
27.4,16.2,2
26.96667,16.43333,2
26.98333,16.41667,2
26.98333,16.4,2
26.96667,16.38333,2
26.96667,16.38333,2
26.96667,16.4,2
27,16.38333,2
26.96667,16.4,2
27,16.38333,2
27.01667,16.36667,2
27.1,16.36667,2
27.16667,16.43333,2
26.93333,16.41667,2
26.96667,16.38333,2
26.96667,16.36667,2
26.96667,16.36667,2
27.05,16.15,2
27.03333,16.13333,2
27.06667,16.15,2
27.15,16.2,2
26.98333,16.38333,2
27.06667,16.06667,2
27.06667,16.06667,2
27.13333,16.1,2
27.25,16.11667,2
27.28333,16.1,2
27.3,16.1,2
26.98333,16.41667,2
27,16.41667,2
27.1,16.35,2
27.11667,16.31667,2
27.31667,16.26667,2
27.31667,16.28333,2
27.25,16.35,2
27.13183,16.05,2
27.16667,16.16667,2
27.13817,16.03717,2
27.1895,16.0645,2
27.10883,16.05983,2
27.19667,16.0885,2
27.15433,16.03317,2
27.08167,16.28333,2
27.13333,16.05,2
27.12067,16.084,2
27.12833,16.05083,2
27.305,16.20167,2
27.15217,16.10317,2
